userName,content,score
Nirwan Armadi,"awalnya cukup meresahkan, apa krn semalam gangguan atau bnyk volume warga yg akses ke JKN mangkanya itu terjadi gagal terus, tapi saya berhasil siang ini, terimakasih..",5
Ankasa Nuron,bagus pelayanannya,5
Razza Properti,Sangat membantu memudahkan dalam administrasi pelayanan klinik ataupun rumah sakit rujukan,5
Muhammad Chosy Insan Rohenda,"kalo bikin aplikasi yang bener lah pemerintah, kayak gaada aja anak muda yang ngerti IT di Indonesia ini, pake SDM kita, pertanyaan pertama kenapa setelah login akun dan setelah lama tidak memakai lagi kenapa log out otomatis??. sekali lagi GUNAKAN SDM ANAK BANGSA",1
Oky nanang Fauzi,luar biasa,5
Udin Udin,"aplikasi kuruptor, berulang x daftar nmor hp selalu gagal,ada skitar 7 nmor hp yng di daftarkan GK ada 1 pun yng terferivikasi, kode otp GK ada di kirim.",1
yusuf putra sunda,aplijasi gx jelas mu datar imel malah balik balkk lagi aneh setan,1
Taqiyya,lebih di update biar sistem dapat buat baik untuk masyakat,3
Abbie M Fadilah,"Tolong kenapa saya tidak bisa login tanpa menautkan autodebit, bagain saya mau menautkan lewat I.saku tidak bisa GAGAL terus",4
Miryam Jane,mantappl,5
Amadeus Osvaldo,sangat tidak praktis karena ada msalah pada verivikasi nomor hp dan saya menuliskan nomor hp untuk mendapatkan kode OTP tapi tidak pernah masuk ke sms saya mohon segera di perbaiki sangat merugikan pengguna,1
Rasma Sitepu,aplikai ygsangat membantu di rs murni tegu,5
meno nano,bagus,5
Predator II,mempermudah masyarakat.bagus dan mantap,5
Widian Syani,"apk gajelas bukan mudahin malah ribet dri kontrol pertama mau daftar disini gabisa' gangguan trs, skrg mau daftar lagi gangguan lagi. buat apa bikin apk klo ky gini huftt",1
buhori ori,"sangat membantu banyak orang, cakepp, Mempermudah untuk orang yang sakit, Terimakasih",5
Nurul Azizah88,bisa membantu kita unt kontrol disaat kita sakit melalu daftar online,5
Dwi Rahayu,cocok,5
yanuar pribadi,👍👍👍,5
Bardan maen,"kalo ada data disimpen napa, masa setiap bulan harus login dan itupun serverlu sering eror gabisa login etdahhh ganti aja itu orang it nya. jangan kebanyakn korupsi kata gw mahh",1
Hananabdull -,ini kenpa ga bisa loginnn tolongg pak,4
Yayat Supriatna,i care riwayat pelayanan tidak muncul ada yg sama ga help,4
DESA GUBUG,"Aplikasinya ribet, kalau lupa password langkahnya sulit, kasian orang yg sudah berumur karena sering lupa password, perubahan data sangat ribet, kalau bisa dipermudah dalam verifikasi contoh cukup masukan NIK dan No KK",1
mulyadi yadi,oke,5
randi maulana,daftar nunggu kode OTP SMS kaga masuk masuk sampe 5 kali percobaan.?,2
Fatimah Achmad,sering sekali ada kendala,1
yossi Kalumata,ok lah,5
ilham mobile legen,mantapp,5
saztro d' rossyie,Sering log out sendiri dengan keterangan ada yang log in dengan device lain,1
Alnaura Karima,"apk gagal, masa minta rujukan ga ada dokternya padahal untuk beberapa minggu kedepan😂",1
Oceu Reda Rinaldi,sangat membantu sekali,5
Navy Ahmad,"aplikasi dari pemerintah kayak gini selalu aja bobrok, gabisa verifikasi ini anjerrrr kocak developer nya dibayar murah apa pemerintah nya ini yg korupsi dari dulu ga ada perbaikan yang benar waktu verifikasi pake recognetion face ga pernah bisa, terus pake email dan SMS notif nya bilang ga aktif padahal masih aktif kocak, udah lah bobrok kayak gini aja perlu gua buatin aplikasi kayak gini apa kocak",1
Fagra Pebriansyah,Sangat Bermanfaat dan Membantu,5
Abdoel Rochman,aplikasi gak jelas sdh punya akun tpasuk susah banget giliran daftar ulang anda sudh mempunyai akun tp giliran login selalu salah padahal no Nik sdh jelas,1
Siti Roihana,"tolong diperbaiki ,app tidak bisa mengirim sms(kode otp) padahal pulsa tersedia",1
Hasan san,"LG urgent tiba tiba mobile jkn terkunci semua,,padahal NIK sudah benar,, pasword benar tp slalu GK bisa login???tolong di permudah",2
Aziz Zul Alfian,"Aplikasi ribet fitur ga berguna , ngirim otp doang ga masuk, diocoba smua nomor ttp aja gamasuk, lelettt",1
Wilisitas jongkom Wilisitas jongkom,"susah dapat verifikasi dari bank.. utk mendapatkan SMS, supaya bisa beralih ke mandiri",4
maulana wahidun,online cepet,5
lena mardiana,ok,5
Dani Kurniadi,Bermanfaat sekali,5
Lailatul Tilawah,"coba lagi coba lagi coba lagi, selalu minta ubah pin 🥹",3
Winda Atik,"tolong yang terhormat perbaiki jklnya error bgt kenapa setiap mau login tuh mla suruh masuk ya,dh gitu dah di masukin sandi dengan bnr mala salah,ribet banget",1
Irfan Faridi,sangat bagus & luar biasa,5
Muhamad Hadi Saputra,good,5
Iman Fitriana,mudah diakses dan mudah digunakan,5
muhammad fadlan,ini kenapa ya tidak bisa daftar antrean online. apakah harus daftar antrian offline?? ini aplikasi dibikin harusnya untuk mempermudah tapi malah mempersulit.,3
Lukman Hakim,saya habis berobat ko belum muncul ya info riwayat pelayanannya knp ini tumben banget bikin susah aja padahal saya bayar gk pernah telat!!!!!,1
Usmardi,Lebih parah dr app gratisan,1
Ayu Yulianti,tolong pihak jkn untuk kode otp nya jangan di persulit,5
Trisnaaa,aplikasi jelek mau daftar susah otp ga masuk masuk,1
Kasturi Rusdi,bagus,5
Yuni Fatmawati,masuk daftar kode reverensi otp gk muncul² udah berkali² diulang tetap begitu terus,1
pah chin,izin bantu jawab ya yang OTP (sms) nggak masuk² kalian harus isi pulsa ke nomor yang di daftarkan agar sms/OTP nya masuk. mereka sistem nya sedot pulsa kalian. klo nggak ada pulsa otp kalian nggak bakal masuk,5
Inces Rani,kenapa saya susah sekali untuk verifikasi wajah cape sudah ber ulang kali tapi tidak ter verivikasi terus,2
karim onad,sejauh ini bagus tidak ribet,5
Teguh Irawan,ok,5
Tasma,sangat membantu untuk masyarakat miskin,5
Guanindrast Arkaditya Kilimpares,"kenapa sih, aku mau login karena out sendiri dari akun, nah aku sudah pakai sidik jari..tapi aku coba login pakai sidik jari tidak bisa, coba riset sandi OTP pakai nomor handphone enggak masuk-masuk... padahal Kouta ada, internet lancar, pulsa ada, nomor aktif dan sudah terdaftar...tolong diperbaiki lagi",5
bang didik,sangat membantu,5
Ake Hasan,mantap,5
Maulana Teguh,kenapa ini tiba2 ga bila login segala udah gagal login sebanyak 3x padahal baru 1x di ulang begitu terus ayolah benerin ni aplikasi baru juga update malah jadi kacau begini,2
Tanjung Tabalong,bagus,5
Ismail Ibra,good,5
Farel Sugata,mudah di gunakan dan membantu saya dalam mencari faslitas kesehatan,5
Supri Yadi,sangat membantu,5
Herman Suherman,bagus,5
Daryono Yono,parah banget susah banget dapat nomor antrian,1
Dewi andini Riyadi,"ini lagi ada gangguan apa gimana ya, saya mau berobat mau daftar susah ngeganggu banget tau ga . nyusahin",1
M Hatta09,pasti sembuh,5
Ficky Official,tidak menerima kode otp,1
surya ong,setiap buka harus daftar ulang....nyusahin org ...,2
priyono rahmat,nice,5
sihar hutasoit,fast respons,5
Laura Fitriana Sihaloho,apk ga jelas !! mau daftar apk saja susahnya ga nanggung. sudah verif wajah di depan kamera berlama2 ga ada guna ! apk bukannya mempermudah malah mempersulit.,1
desi Arsinta,"nomor verifikasi tidak muncul-muncul padahal nomor telepon yang dimasukkan sudah benar, sampe berulang kali hapus dan download aplikasi y pun tetap sama",1
Bang Hay Kartono,sangat puas dan sangat membantu,5
Mustaqiem Syifa,ok,5
Dairy Putra,aplikasi yg sangat membantu,5
Ardi Pramudia,kenapa setiap saya scan wajah gak bisa.. udah nunggu lama tapi gak ada apa-apa. tolonglah perbaiki biar jadi gampang,1
Fatkhu Zakki,"apa apa di buat ribet, sinyal full langsung di anggap tanpa internet, awal masuk screen black, masalah lainnya juga..",1
Ananda Galuh Rizqiah Annisah,membantu masyarakat kecil untuk berobat geratis,5
Sabdho Sentral13,"sangat sulit ketika daftar.karna tidak dikirim kode otp nomor handphone,padahal nomor aktif",1
Anggra Praseta,Terbaik,5
Daus Ulil,alhamdulilah versi aplikasi terbaru memudahkan,5
0205_moch. saefudin yuhri,"verifikasi wajah eror terus, daftar pake nomor telepon ga bisa ga dapet² SMS aplikasi anehhh padahal aplikasi layanan masyarakat tapi kek gini. BUKANYA MEMPERMUDAH MALAH NYUSAHIN",1
Juoanhisya ramadhan,"ini gimana sih ya kok kodenya ga masuk"" padahal nomernya masih aktif tolonggg bantuin",1
Darren Richer,"musti belajar kali dari apk xxnx. mudah, ga ribet, gampang diakses. masa program pemerintah kalah. miris. buat apa apk pemerintah kalau ga bisa diakses dg mudah? bener² ga guna!",1
Muhammad Karim,bagus simple,5
Sum arli,"saya sumarli, mengucapkan terimakasih atas pasilitas mobile JKN aplikasi yang di sediakan oleh penyedia terimakasih 🙏",5
Yudha Pradita,"so soan digital, aplikasi masih busuk kek gini aduh. ribeett!",1
Chase Mark McKenzie,good,4
Suyatmi Makali,oke,5
nda dida,good,5
Muhammad Kamil,banyak bantu sekaliiii,5
eka widiarsih,jos,5
Bu Irah,"aplikasi harus login berulang kali,sehingga menyulitkan pendaftaran online",1
SUBHAN ADA,mantap,5
Komang Ananta Dwiastra,bagus banettttt,5
Tasiono,pelayanan bagus,5
Alfian Gandhi,"kenapa login satu hp dibatasin, untuk satu keluarga beda kk, yg hanya punya satu hp bagaimana",1
Rc Xy,sms tdk masuk apk sampah,1
Jaka Ria,sangat mudah,5
Rakaditya Septiawan,"nungguin kode dari smalem via nomor tlfon ga masuk masuk, ngeribetin bngt! ortu lagi sakit, mending langsung aja berobatnya !",1
Niken Sameera,"Proses registrasi terlalu bertele-tele. Jika sudah verifikasi melalui email, kenapa harus verifikasi melalui nomor telepon juga? Terlalu membuang-buang waktu. Kode captcha terkadang kurang jelas. Kamera verifikasi wajah sering error dan susah untuk mendeteksi. Tapi yg paling menyebalkan, untuk mendapatkan kode OTP melalui nomor telepon itu sangat susah. Jaringan bagus dan pulsa yang mencukupi masih belum cukup untuk bisa mendapatkan kode OTP. Developer harus upgrade aplikasi ini!",1
M . Fatchul Qori',mantaappp. terimakasih,5
Uwais Azza,makasih,5
Mukti Setiaji,mudah digunakan aplikasi ini,5
Rifky Alamsyah,aplikasi ini sangat tidak berguna sama sekali sudah di daftar malah login lagi aplikasi menyusahkan sudah dikasih nik yang benar dibilang salah tolong perbaiki aplikasinya jelek,1
Wawan Samsudin,"saya daftar mengulang lebih dari 4 kali,lalu di saat menunggu kode otp SMS tidak kunjung ada sampai seharian pun tetap tidak ada, padahal kondisi jaringan baik tolong di perbaiki saya sangat kesusahan 🙏",4
Manto Kasmanto,mantap,5
Uli Ibrahim,"mobile jkn yg sekarang bingung ngk kaya dulu,, kalu dulu mau ke rumah sakit yg mana aja gampang",2
Hidayat Asep,"setiap up date harus logi dari awal pakai nomer nik masukin kode tertera , ini 2026 kak",1
Ana Nabila,mantap,5
Samsuri Permana,"permintaan anda tidak dapat di proses, silakan coba beberapa saat lagi. Mohon maaf atas ketidaknyamanan anda. tolong, pihak aplikasi, pemerintah, dan semua yg terlibat dalam urusan BPJS kesehatan, ini hamba mau periksa ke klinik tapi aplikasi ngga bisa di akses.",1
Erla Aminawati,bagud,5
Ade Juhandi,eror terus pas mau ambil antrian online,1
Sofyan. G. Lembah,ok sangat membantu,4
Muhamad Haris,👍,5
Ziva Agustin,sangat membantu untuk merubah faskes,5
Foeji Anto,kalau gak bisa bikin aplikasi mending hapus aja serahkan pada yang bisa,1
Sayamah,aplikasi mendeteksi gawai ter-root meski gawai dalam kondisi belum di-root. mohon bantuannya,1
Bayu Apriadi,"verifikasi susah..nunggu SMS otp GX masuk"" tolong dong di permudah",1
Boloho 4553,mantap,5
Eyang Qman,ok,4
asep seriosa,bagus,5
Indra Jaya,mudah dan cepat,5
Ro jas,ribet. masak tiap mau masuk download lgi,1
Opik Hidayat,sangat membantu,4
Ridwan Noki,baik',5
Sri Haryanto (Haryanto),menu antrian ngebug,1
satilina harefa,Cepat san akurat melakukan perubahan faskes melalui mobile jkn.,5
tri wahyuni,"aneh banget data diri sudah sesuai ,nomor handphone masih aktif tapi gabis terima kode verrifikasi",1
Aziz Sya'ban,"kasih bintang satu aja rasanya berlebihan, aplikasinya tidak guna banget registrasi aja susah padahal verifikasi sudah benar. Saya lakukan berulang tapi tetap saja verifikasi data gagal, captcha di ulang juga sama gagal terus. Mohon perbaiki aplikasinya",1
SITI ISTIQHFARIYAH,mantap,5
Ridha Rachmawati,error terus g bs log in jika sdh diperbarui atw d update lemot !,1
EBOY PUTRA GRC,sangat mempermudah sekali,5
Wardahtul aisyah,"JKN gak jelas, aku login kan lupa kata sandi pake lah email untuk dapetin OTP. Hlah kok pas mau masukin OTP malah logout sendiri ruwet",1
PETANI CINTA ALAM,good,5
Gege Channel,sangat membantu,5
Dadang Siswanto,"Alhamdulillah.. mudah prosesnya, tinggal pilih dan pick",5
Palapah gedang,sangat mudah untuk di gunakan,5
suwandi tbb,terimakasih,5
Muhamad Yusup,kasih binta 5 biar yg lain baca apk goblog udah daptar udah brp taun masih aja setiap masuk harus login goblog,5
Jumadi mad,trimakasih apk ini bagus dapat mempermudah layanan,5
peefri rider,"tolong dong kalau bisa jadwal praktek dokter RS yg dituju dicantumin juga, sudah jauh2 datang dokternya tidak praktek, 3 jam pp badan gk sehat malah dapat capeknya saja.",2
Apoan Hasibuan,"tidak ada perubahan pada aplikasi ini, bukan malah memudahkan malah menyulitkan, selalu logout sendiri, mau login nomor KTP salah, padahal no KTP sudah benar, ikuti saran dari admin bikin ""Lupa kata sandi"" verifikasi email tidak bisa hari nomor hp, dan harus ada pulsa,",1
Uchin Pay,👍👍,1
Ngurah AGus,bagus,5
pardi nicofiliya,"aplikasi lama tidak dibuka harus login ulang, bikin susah orang yg sdh tua yg kurang paham teknologi, password atau pin yg mudah lupa, reset password tdk bisa kirim otp ke sms email ga atau yg mana dimasukkan",1
Christiana Sri Setiawati,baik,5
Joko Susilo,harga kaki lima rasa bintang lima,5
Royadih Roy,mantap,5
Wisno Maratua,cukup baik bisa membantu,5
siti astutik,pdhal baru minta rujukan tapi mau daftar ada keterangan rujukan tidak valid/masa berlaku habis. kalau daftar offline harus bolak balik ke rs dan jarak lumayan jauh. skrng mau berobat aja dipersulit.,1
Aang Muhyidin,"perubahan perpindahan faskes 1 sangat mudah dan cepat,walau dilakukan pada hari libur nasional.tks",5
Rustandi Randu,ribet bukan y mempermudah malah bikin susah tiap mau masuk harus dapatar terus,1
Abah Mardin,mantap,5
Mega Alifiah,membantu dah muda digunakan,5
Nat Nana,"kenapa sering logout sendiri? saat mau login lagi ""NIK"" tidak terdaftar padahal barusan bisa dipakai",1
Edward Manullang,Oke,5
Idra Marzidanujjjkmshfbjdkwpwpqppieghuwn. jjplui,ga bisa daftar kode verifikasi gak kekirim walaupun sudah diulang2,1
Jefry Agent Independent Property.Indonesia55,jkn mobile verifikasi nomer handpone gagal terus min... pulsa ada banyak tetap saja gagal... verifikasi email berhasil verifikasi hp erorr gagal terus terusan min...,1
NENEK ATOR,eror saat mengambil nomor antrian padahal waktu nya udah tepat,1
dzaky athaalmair,ok,5
Yusuf Kamil,"saya sudah coba berkali kali, tp ttp gak bisa, ini aplikasi apaan sebenarnya",1
Tk Yopi,bagus,5
Berkah Duasaudara,"mau rubah nama bayi suruh wa pandawa, link susah dibuka giliran upload format sudah benar tidak bisa, mau jpg jpeg pdf tidak bisa semua. ini yg bikin link gimana sih, online susah minta ampun, sangat buruk. 👎👎👎👎👎👎",1
Wahyudianto,saya sudah masuk ke akun tapi aplikasi nya tidak menanggapi,1
Heri Antok,"aplikasi sangat bermanfaat, dan mudah digunakan.",5
Pendi Setiawan,mantap,5
Indra Bangsawan,sangat baik dan membantu,5
Supriyanto Yanto,apk gagal ini mau login pas lupa password pas mau verifikasi nomor dan nunggu code otp nya kagak d krim²... apk gagal,4
Muhamad Tasripin,ok,5
Burkhan Udin,Bagus,5
Henry Manalu,mantap,5
Nur Rahman Maulana,"Tidak pernah ada perbaikan, selalu menyulitkan padahal aplikasi dibutuhkan untuk secepatnya mendapatkan pengobatan. Selalu ke logout saat buka aplikasi dan login ulang, tapi saat login ulang NIK selalu gagal padahal sudah benar dan sudah terdaftar sebelumnya ditambah ada waktu yang mengharuskan menunggu beberapa saat untuk login lagi. Perbaiki sistemnya!!!!!",1
Akmal Aja,sangat membantu,5
Wika Lorenza,sangat membantu dan mempermudah . untuk ambil antrian lewat jkn. jadi tidak perlu harus antri2 an lagi,5
Herawati Nursamsi,sangat membantu,5
anton budiawan,selalu menjadi yang terbaik dalam melayani sosial dan kesehatan masyarakat.,5
Binsar Carlos,membantu sekali buat rakyat kecil,5
Endra Nurzaman,membantu,5
joels ahmad,ok,5
Muhammad ahmad Saefull millah,good appa,5
Sani Fitrotul,mudah,5
Anak Rantau,aapk sangat membantu,5
nuri Toro,sangat2 membantu,5
Muhammad Fikri,"pulsa ada dan sangat cukup, nomor hp aktif serta sudah ditulis dengan benar dan berkali-kali di cek memastikan gaada typonya. tetap saja tidak bisa mengirimkan kode verifikasi. dah pakai wifi ngga bisa, data seluler ngga bisa. ini kenapasih. wifi dah bayar Kouta masih ada bahkan sudah berkali-kali pindah-pindah tempat. ngga tengah malam ngga pagi ngga siang ngga sore, verifikasinya ribet sekali. tolong pihak aplikasi perbaiki terkait masalah verifikasi ini 🤦🏻",1
Henrikus Aditya,"kenapa saya tidak bisa login sudah 5x tulisannya Permintaan Anda belum dapat diproses, silakan mencoba beberapa saat lagi. Mohon maaf atas ketidaknyamanan Anda. menyulitkan",1
I ketut Astawa,sangat bagus dan sangat membantu,5
Ibrahim Hart,membantu,5
Ardiansyah Sul,saya registrasi tapi TDK bisa gimana ni,4
Bg Qim,saya mau daftar auto debit dia minta no verifikasi tapi gk tau dia kirim kemana. mana nunggu 5 menit lagi.. kenapa aneh x sih aplikasi nya,1
Yapaja Hlw,Mantap,5
Riki Sodikin,"sangat membantu dan mempermudah kepengurusan BPJS, terimakasih banyak",5
Ahmad Syafii Syafi,bgus,5
Arsensius Adi,"terimakasih untuk layanan mobile jkn, sangat mempermudah pengecekan peserta BPJS",5
dewa ayu julianingsih,sangat praktis dan membantu,5
Rudi Gunawan,mohon ditake down n diperbaiki bikin malu aja...ratingnya aneh padahal banyak yg kasih buruk tp rating masih bagus. yang kasih rating bagus ulasanya juga jelek. Aneh jg padahal kasih ulasan jelak tp kasih rating bagus ...,1
erro dhanie,bagus,5
Tgk Abumukmin Mukmin,Simpel sangat penting,5
Jerry Schwarz,"kacau ini aplikasinya, sekali minta kode OTP pulsanya habis 1400 rupiah, mendingan kalo berhasil, ini saya gagal pula disistemnya, kacau ini digitalnya",1
Dahrul Amry,baik sekali,5
Zazayoya,layanan terbaik,5
Budi Yaman,aplikasi yang sangat membantu dalam memudahkan segala urusan kesehatan.,5
Ilham,"masukan kode verifikasi, masukan kode verifikasi lah kode nya aja kgk muncul²🤓",1
James Tjahjadi,Sangat membantu,5
Yayan Mulyani,"lucu, orang ga punya rekening bank diwajibkan daftar autodebet bank, ga masuk akal. pembayarannya memang sudah ga bisa offline ya ? bukannya memudahkan, malah ngeribetin. tolonglah BPJS dikaji lagi. ga semua orang diindonesia punya rekening bank, apalagi yang lansia. terimakasih",1
Dhani Kukar,"keren dan mantap, pelayanan nya bagus",5
Siskhaa Ftmaa,"sumpahhh yaAllah, apknya error muluuuu, ribet bangetttt, mau verifikasi akun ajaaa astaghfirullah banget, menguras emosi. sudah berhari-hari tetap saja susah, padahal jaringan bagus, pulsa ada, tapi bermasalah terus. mana sekarang apa-apa harus online, ga bisa manual. mauu daftar online susah karena akunnya ga bisa terverifikasi ish, kesel deh",1
Rita Janah,sangat membantu saya,5
Sum Yati,mantaaaap,4
Andre Petra,membantu sekali,5
Elok Gaul,sangat membantu terimakasih,5
Lidya Rompas,sangat membantu,5
Eko Sugeng,menipu saya ...ditipu saya per hariini oleh BPJS,1
Candra Suhendar,sangat Membantu,5
Meilan Siantar,bagus,5
Livya.,"Tolong bagian verifikasi no handphone itu di support juga untuk no yang isinya 13 digit Ini sedari tadi saya mau daftar akun gak bisa"" gegara no handphone saya 13 digit, mau pake yang 12 digit juga gak ada tuh kode verifikasi yang di kirim",1
satiyah tia,bagus,5
Almer Zhafran Jatmiko,keren walaupun lemot,5
Azzam Jarwo,layanan baik,5
Izaz Hanani,"SMS pin gak masuk masuk, terus aplikasi juga gabisa dipakai, muncul tulisan offline mulu, padahal internet lancar",1
aldo diki,jos jis,5
idrus soleh,"sangat mudah untuk update data,atau pun yang lain nya",5
Susan Santi,"mudah, cepat, infonya",5
Ibrahim Alfarizi,keren mempermudah,5
Jowo Gaming,jos,5
Suratno Ratno,maaf kadang susah di buka,5
Aryanto Budiono,bagus. tapi tidak simpel. setiap buka harus pasword lagu,3
Askar antum,layanan customer care 165 hapus saja tidak ada manfaatnya.pura2 tidak dengar dan panggilan di putus sepihak.,1
aripin aripin,sangat puas,5
yustina maria kehi,sangat membantu😍😍😍😍,5
Muchamad Dhani,"daftar nya capek berulang ulang, seperti capek nyari kerja.",1
D S,membuat segalanya jd mudaj,5
Fakhry,"Kebiasaan pemerintah kalau bikin aplikasi. Kekurangan dan keluhan saya kode OTP gak masuk, saat keluar sebentar saja malah disuruh ngulang lagi. Baru mau daftar saja sudah begini malah ruwet. Tolong diperbaiki lagi.",1
Solikin Penerbang,sangat bermanfaat,5
Ali 0392,kenapa harus nunggu tgl 1 dari waktu perubahan peserta sia sia gak bisa di pakai,1
Budi Purnomo,udah logout sendiri pas masuk muncul notif no NIK salah . masukin no JKN gak bisa diklik krna kurang dr 16 digit. masukin NIK KTP malah salah katanya.. kocak ini apk.,1
Suhandi Andi,bagus,5
love Lee,tiap hari update terus harus masukkan sandi dan nik terus repot banget . tolong diperbaiki biar tidak disuruh log in terus,1
Al Faro,"tiba tiba saldo di rekening ditarik tanpa aba aba, apk nyusahin",1
Yudha Satria,sangat membantu,5
Ade Susilawati,"bagus, memudahkan untuk proses pendaftaran.",5
muammar firdaus,mudah utk di aplikasikan,5
iskandar pulungan,"aplikasi indog Tidak pernah berguna , begitu di komplain hnya jawaban robot , maaf atas tidak kenyamanan nya , aplikasi Kon",1
GantaRA Forex,ok,5
Mas Ali,semoga bermanfaat,5
Triono Welder mining,mudah dan simpel,5
Mar dian,ok,5
Heru Bimo Susilo,bagus,5
Donny Tampilang,sangat membantu,5
Tri Retnowati,Respon cepat dan mudah,5
ade martha,sangat bermanfaat,5
ANTON RANTE,Setiap update harus masukkan username dan password ulang. Harusnya username dan password serta fingerprint tidak terhapus oleh update,3
hagia sofia,"harus login terus setiap mau buka aplikasinya. caphca jadul. Jadwal tidak sesuai dengan RSUD, hari ini rumah sakit libur tapi di jadwal bisa ambil antrian pelayanan, jadi kukira rumah sakitnya buka.",1
Emi Musa,RIBET BANGET GABISA VERIFIKASI WAJAH! PADAHAL KAMERA SAYA JERNIH DAN SUDAH DI PAKE LAMPU DI WAJAH TETAP GABISA GAGAL TERUS DAN TERUS!!! APLIKASI PEMERINTAH SAMPAH! NYUSAHIN MASYARAKAT BUAT BEROBAT!!,1
Asyabiuba awwalu,kenapa ga bisa terima kode SMS verfikasi,2
Reski Mangiwa,mantap,5
Rizal Tanjung,oke,5
panji Akbarr,"tolong perbaiki sistem login nya masak jarang buka dikit udh logout suruh login lagi,giliran login lagi payah dan susah .mulai dari nik gak cocok sandi salah dan lainnya ,tolong lah pihak jkn perbaiki bug ini biar ngk ribet jadinya.",2
Opung Vicky,mau daftar no hp untuk kirim SMS di hari raya libur tak kunjung terkirim no verifikasi. aplikasi tidak maksimal,1
Rio Ferdiansyah,"Aplikasi Macam apa ni, Saya mau mengambil anteran online di klinik, tapi aplikasi ini harus login kembali, padahal saya menghubungkan nya pakai nomor NIK saya, tolong yaa di hilang kan bug seperti itu devoplment",1
Aan Aenudin,sangat membantu aman dan terpercaya,5
Galang Paturrahman,nice,5
RIYADI,sangat mudah dan cepat,5
Rosenstif Fau,sangat mudah digunakan,5
Vania Erari,"Sangat buruk, bikin susah kami yang sakit, bayar tunggakan 1 juta 250 ribu, eh sakit malah kena denda tambahan jadi bayar lagi 1 juta 300 miris Indonesia. jadi makin takut berobat. bantuan kesehatan dicabut, malah berhadapan dgn bayar bayar bayar 🙏🏽",1
Nur Aisyah Ramadhani,mantap,5
Akbarsatria Nugroho,mantul,5
Bakatik Aed,baik,5
Doni Boy,sangat puas,5
July Yuliantini,pelayanan nya sangat baik♥️,5
Bambang Gunawan,"apa ini, sebentar logout sendiri",2
Manuel Viko,"ini aplikasi dibuat asal2an kali ya.. kemaren 2 orang, saya dan ibu saya, sekarang jadi 3 org bertambah bapak saya, padahal bapak saya sudah meninggal. dan sudah diklaim.. aneh ini aplikasi",1
ANDI CHAERUDIN,mantap,5
yus yana,jos,5
Ade Bilyansyah,"udah beberapa kali nunggu kode sms, gk ada juga, apk nya udh tidak bisa di pakai ini",1
Klinik tumbuh kembang Rsia permata ibunda,sangat baik & berguna,5
faisal pa vlog,daftar poli gk ditemukan mulu,1
Gib Gib,sangat membantu,5
Samsul sornia,Aplikasi penipuan,1
Ahid Nashrulloh,jos jis,4
Vina rachma,tolong dong di perbaiki aplikasinya agak lemot,5
Sodikin Grifin,terbaik,5
Dzakydwi Nugroho,"kok setiap buka apk selalu harus daftar ulang, padahal dulu nggak kyak gitu mohon keterangan nya",4
Yayat Oleng,oke mntap,5
Abhi Nurdin,nice,5
wearenufa official Insanu Faeda,Nice,5
Dedi Humaedi,lancar dan sehat terus.,5
Ahmad Anton,keren,5
Junaidi putra kaltim 999,oke mantap,5
Hari Winarso,"Informatif, pelayanan mudah",5
Paula Lopulalan,tolong di perbaiki lagi aplikasi krn sering eror pada perangkat hp yg saya pakai,4
Muahamad Jaya,"aplikasi sangat membantu, dan mudah di gunakan",5
Tika Angeline,👍👍👍,5
reza permana,sangat membantu,5
Benny Toulo,Terbaik,5
Mhmmd Alip Rmdhan,"gagal mulu nih pas registrasi.., otp gagal, scan wajah gagal...",3
Lerry Lewokeda,Aplikasinya Sangat Membantu,5
Ali Allbayyinah,sangat membantu,5
Ncha,"kok gabisa dftr trus ya tiap udah verifikasi wajah ttep harus coba lagi, uda beberapa kali coba tetep gabisa knpa ya, di coba di hp lain juga daftar nya tetep sama gabisa pdahal pencahayaan bagus, bhkan sinyal juga ngga nglag, tp ttep harus coba lagi jdi nya ribet banget, kalo dftar online di faskes juga bakalan ribet mobile jkn nya gabisa di verifikasi, tolong solusinya gimana ya, soalnya mau cek bpjs juga jdi nya susah gabisa, krna emng gabisa daftar ke apk nya, tolong yaa, makasih",3
Cecil Lathifah,fungsi verifikasi wajah apaan sih mw ganti faskes nenek jd susah 😡,3
Didik kurniawan223,Sudah lebih baik dan cepat,5
Elia Agus Triyono,sangat membatu kami... trimsss~~,5
naura ida,sangat membantu dan mudah,5
Arie Nahenzem,sangat bermampaat,5
Said Ati,berguna sekali,5
Dinar Ayu,"proses pengiriman kode otp sangat lama, padahal nomer sudah benar. tolong ditindak lanjuti",2
Wira Fitrya,"Sejauh ini belum ada kendala, cuma agak sulit daftar antri online ya...",4
Maradona SONAKMALELA,good aplication,5
Hilmi Hilmawan,lemot,1
Sakuan Sakuan,mantap,5
Ratu Janah Hanati,memudahkan terimaksih,5
basir,sangat membantu sekali,5
Mila Seven,Saya mau daftar Antrian Online tapi kok tidak bisa ya 'Gagal Terhubung ke Server Rs' ..???,1
chryse Tio,oke,5
mareta Putri,terima kasih BPJS Kesehatan... 😁😊,5
Dliya'ulmuttaqien Dliya'ulmuttaqien,is the best,5
Nabila Aisyah,aku udh banyarr tunggakan masi ada ritl gmn wey 😮‍💨,5
Abuel stia,Alhamdulillah sangat membantu 🙏,5
